input,output,label
"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...
",def jacobsthal(n): if n == 0: return 0 elif n == 1: return 1 else: return jacobsthal(n-1) + 2*jacobsthal(n-2),"def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]"
"Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases
","
def find_max_k_records(records, k):
    # your code here
    return records[-k:]
","def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) "
"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.
","def find_common_elements(l1, l2, l3): common_elements = [] for i in range(len(l1)): if l1[i] == l2[i] == l3[i]: common_elements.append(l1[i]) return common_elements","def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result"
"Write a function to find the second smallest number in a list.
","def second_smallest(numbers):
  unique_numbers = list(set(numbers))
  unique_numbers.sort()
  if len(unique_numbers) < 2:
    return None
  else:
    return unique_numbers[1]","def second_smallest(numbers):
  unique_numbers = list(set(numbers))
  unique_numbers.sort()
  if len(unique_numbers) < 2:
    return None
  else:
    return unique_numbers[1]"
"Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php
","###Output:
import re
def match(text):
    patterns = 'ab+?'
    if re.search(patterns,  text):
        return 'Found a match!'
    else:
        return('Not matched!')

print(match(""ac""))
print(match(""abc""))
print(match(""abbc""))
print(match(""bbc""))","import re
def text_match_zero_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False"
"Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/
","###Output:
def count_reverse_pairs(str_list):
    count = 0
    for i in range(len(str_list)):
        for j in range(i + 1, len(str_list)):
            if str_list[i] == str_list[j][::-1]:
                count += 1
    return count

str_list = [""abc"", ""cba"", ""bca"", ""xyz"", ""zyx""]
print(count_reverse_pairs(str_list))","def count_reverse_pairs(test_list):
  res = sum([1 for idx in range(0, len(test_list)) for idxn in range(idx, len( 
	test_list)) if test_list[idxn] == str(''.join(list(reversed(test_list[idx]))))]) 
  return res"
"Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.
",def count_lists(list_of_lists): d = {} for lst in list_of_lists: tpl = tuple(lst) if tpl not in d: d[tpl] = 1 else: d[tpl] += 1 return d,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result"
"Write a function to check whether a given string is a decimal number with a precision of 2.
","valid_code = '''import re
def is_decimal(s): """""" Check whether a given string is a decimal number with a precision of 2.  Args: s (str): The string to check.  Returns: bool: True if the string is a decimal number with a precision of 2, False otherwise. """""" decimal_regex = r'^\d*\.\d{2}$'  return bool(re.match(decimal_regex, s))","def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)"
"Write a python function to check whether a list of numbers contains only one distinct element or not.
",def is_single_element(numbers): if len(set(numbers)) == 1: return True else: return False,"def unique_Element(arr):
    s = set(arr)
    return len(s) == 1"
"Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.
","def check_monthnumber_number(monthnum3):
  return monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11","def check_monthnumber_number(monthnum3):
  return monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11"
"Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/
","###Output:
def min_diff(arr):
    # write your code here
    # return the minimum difference
    arr.sort()
    min_diff = arr[1] - arr[0]
    for i in range(1, len(arr)):
        if arr[i] - arr[i-1] < min_diff:
            min_diff = arr[i] - arr[i-1]
    return min_diff","def find_min_diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff "
"Write a python function to count number of digits in a given string.
",def count_digits(string): count = 0 for char in string: if char.isdigit(): count += 1 return count,"def number_ctr(str):
      number_ctr= 0
      for i in range(len(str)):
          if str[i] >= '0' and str[i] <= '9': number_ctr += 1     
      return  number_ctr"
"Write a function to find nth polite number. geeksforgeeks.org/n-th-polite-number/
","###Output:
def nthPoliteNumber(n):
    # code here
    return 0","import math 
def is_polite(n): 
	n = n + 1
	return (int)(n+(math.log((n + math.log(n, 2)), 2))) "
"Write a function to return a list of all pairs of consecutive items in a given list.
","def consecutive_pairs(lst): pairs = [] if len(lst) < 2: return pairs for i in range(len(lst)-1): pairs.append((lst[i], lst[i+1])) return pairs","def pair_wise(l1):
    temp = []
    for i in range(len(l1) - 1):
        current_element, next_element = l1[i], l1[i + 1]
        x = (current_element, next_element)
        temp.append(x)
    return temp"
"Write a python function to count the number of pairs whose sum is equal to ‘sum’. The funtion gets as input a list of numbers and the sum,
","
def count_pairs_with_sum(nums, sum):
    count = 0
    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            if nums[i] + nums[j] == sum:
                count += 1
    return count


","def get_pairs_count(arr, sum):
    count = 0  
    for i in range(len(arr)):
        for j in range(i + 1,len(arr)):
            if arr[i] + arr[j] == sum:
                count += 1
    return count"
"Write a python function to get the difference between two lists.
","def diff_list(list1, list2): """""" This function takes two lists as input and returns a new list that contains the elements that are in list1 but not in list2.  Parameters: list1 (list): The first list. list2 (list): The second list.  Returns: list: A new list containing the elements that are in list1 but not in list2. """""" return list(set(list1) - set(list2))","def Diff(li1,li2):
    return list(set(li1)-set(li2)) + list(set(li2)-set(li1))
 "
"Write a python function to find the sum of fourth power of first n odd natural numbers.
","def sum_of_fourth_power_of_odds(n): return sum([pow(2*i-1, 4) for i in range(1, n+1)])","def odd_num_sum(n) : 
    j = 0
    sm = 0
    for i in range(1,n + 1) : 
        j = (2*i-1) 
        sm = sm + (j*j*j*j)   
    return sm "
"Write a function to check if the given expression is balanced or not. https://www.geeksforgeeks.org/check-for-balanced-parentheses-in-an-expression/
","###Output:
def is_balanced(expression):
    stack = []
    for char in expression:
        if char in ""([{"":
            stack.append(char)
        elif char in "")]}"":
            if not stack:
                return False
            if char == "")"" and stack[-1] != ""("":
                return False
            if char == ""]"" and stack[-1] != ""["":
                return False
            if char == ""}"" and stack[-1] != ""{"":
                return False
            stack.pop()
    return not stack","from collections import deque
def check_expression(exp):
    if len(exp) & 1:
        return False
    stack = deque()
    for ch in exp:
        if ch == '(' or ch == '{' or ch == '[':
            stack.append(ch)
        if ch == ')' or ch == '}' or ch == ']':
            if not stack:
                return False
            top = stack.pop()
            if (top == '(' and ch != ')') or (top == '{' and ch != '}' or (top == '[' and ch != ']')):
                return False
    return not stack"
"Write a function to remove all the words with k length in the given string.
","def remove_k_length_words(string, k): words = string.split() result = [] for word in words: if len(word) != k: result.append(word) return ' '.join(result)","def remove_length(test_str, K):
  temp = test_str.split()
  res = [ele for ele in temp if len(ele) != K]
  res = ' '.join(res)
  return (res) "
"Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.
","def find_substring(string, substring): """""" Find the occurrence and position of the substrings within a string. Return None if there is no match. """""" if substring in string: occurrence = string.count(substring) positions = [] index = -1 for i in range(occurrence): index = string.find(substring, index+1) positions.append(index) return (occurrence, positions) else: return None","import re
def occurance_substring(text,pattern):
 for match in re.finditer(pattern, text):
    s = match.start()
    e = match.end()
    return (text[s:e], s, e)"
"Write a python function to check whether every odd index contains odd numbers of a given list.
","###Output:
def odd_index_odd_number(lst):
    # write your code here
   ","def odd_position(nums):
	return all(nums[i]%2==i%2 for i in range(len(nums)))"
"Write a function to count those characters which have vowels as their neighbors in the given string.
","def count_vowel_neighbors(string): count = 0 vowels = ['a', 'e', 'i', 'o', 'u'] for i in range(len(string)-1): if string[i].lower() in vowels and string[i+1].lower() in vowels: count += 1 return count","def count_vowels(test_str):
  res = 0
  vow_list = ['a', 'e', 'i', 'o', 'u']
  for idx in range(1, len(test_str) - 1):
    if test_str[idx] not in vow_list and (test_str[idx - 1] in vow_list or test_str[idx + 1] in vow_list):
      res += 1
  if test_str[0] not in vow_list and test_str[1] in vow_list:
    res += 1
  if test_str[-1] not in vow_list and test_str[-2] in vow_list:
    res += 1
  return (res) "
